mode,num_producers,throughput_mps
spin,1,1603706.343550
spin,1,1747912.215964
spin,1,1605136.436597
spin,2,2685891.857506
spin,2,2610248.523149
spin,2,2768065.268065
spin,4,2664661.724515
spin,4,2728226.652676
spin,4,2665024.190242
spin,8,1702855.707881
spin,8,1572028.994448
spin,8,1667048.282266
spin,16,1348737.589916
spin,16,1247518.685319
spin,16,1327703.258346
spin,32,79127.047816
spin,32,140968.774707
spin,32,27811.135113
