mode,num_producers,throughput_mps
free,1,1694915.254237
free,1,1906375.767846
free,1,1739466.563587
free,2,2512895.119693
free,2,2427804.753386
free,2,2346258.211904
free,4,2291151.744801
free,4,2275113.288998
free,4,2311384.875244
free,8,1541252.843514
free,8,1616268.853063
free,8,1603344.678519
free,16,1181032.132989
free,16,1176339.777309
free,16,1175678.921333
free,32,984236.735172
free,32,983742.031381
free,32,985395.143454
